Término,Frecuencia
cuánto a que regresas y esta vez llorando cuánto a que me dices,1
no me puse triste,1
y me diste un beso,1
cuando te marchaste ibas decidida,1
te apuesto que en las noches ya me empiezas a extrañar que miras las fotos donde estamos juntos que te fuiste ayer,1
no te besa,1
low chiquitita,1
no quiero ser solo tu amante,1
aquí nadie se raja a la hora del trabajo,1
las chivas,1
anaya me,1
el cuerno no rinco,1
tus engaños,1
ser inmune a tus ojos que me dominan y a tu belleza mírate,1
ahí nos arreglamos para arrancar se calientan los motores revoluciones,1
le tomare la palabra de la revancha quiero apostar,1
de pronto llegamos al rancho un corvette,1
con los extranjeros me fui,1
nos vamos al rancho para platicar negocio,1
nadie me ha ganado ¿,1
corvette arreglado,1
gerardo ortiz,1
culiacán tan,1
no sabe que mi,1
mi viper,1
me estoy cansando de platicar,1
junior no,1
mi rancho y mujeres los se disfrutar,1
"los antros, los lujos",1
pero a mi animado me gusta ganar permítame,1
no traigo el motor,1
nectar pato,1
tristian bartolon,1
me gusta hacer mi jale y yo genero los dé a 100,1
chiquitibum ala bim-bomba castor,1
que atrás me,1
matamoros manejando,1
nunca me falta nada,1
me llamo juan osorio,1
adios santa maria,1
ayyy ayy ay,1
ahogue mi amor,1
no hubo poder,1
con el sabor de santa maria mariachi,1
me protege el sonso de lo que salga,1
scorpion 3 chiquitibum,1
soy 8-5,1
ganando guerras ya me an de ver,1
aqui paco,1
pirencho chino y el rober ala escucha,1
los caídos en la guerra,1
pura troquita con placa,1
el 5-5 me han de mirar,1
la keniza y la paquisa puestos pa pelear contro,1
abraham vazquez porque,1
mi madre no anda en llanto ¡y jálele,1
porque ando chido y ninguno rajamos,1
sea me la rifo,1
san luís,1
para sentirme vivo no te prometo amor eterno,1
me abrazó un suspiro desde que llegaste no,1
no te prometo amor eterno,1
contemplar la luna,1
me hierve la sangre,1
en cordones eso me,1
y mi droga,1
bien terciado,1
zona de peligro ciudades,1
esa noche...,1
fx-05 me,1
si nos tirán respondemos en,1
mi chaleco y mi casco pa dar norte verde y rojo,1
pues fuy bravo y no me tiemblan mis acciones,1
a mí siempre me verán todo el tiempo,1
protección y resguardo de panteras,1
somos familia y amigos,1
y para un fin de semana,1
me gusta jalar la banda,1
rancho la laguna seca él,1
ricardo gonzález,1
tonta porfía de mi corazón,1
mi hogar lo frecuento con mucho retraso,1
por tu lado,1
no merezco tu perdón,1
donde siempre te parqueabas,1
ese amor verdadero que tenías conmigo que tenías,1
que estando conmigo sin,1
si no sabes que quieres,1
pero quizás aprendes,1
este amor verdadero que tenías conmigo no sabes,1
que estando conmigo,1
pero cuando es traicionero,1
siempre que un amor,1
te vas de mi,1
"tal vez algún amor que tienes, te ha ilusionado",1
que ya de mi nada te importa,1
comprendo bien que soy tu estorbo,1
tal vez sea en tu busca,1
la plaza esta muerta,1
los árboles secos,1
la noche está triste,1
pero el trueno del rayo,1
esa famosa expo agro,1
jesús maría,1
la cuadrada,1
ricky-ricon ricky-ricon,1
me ven de malandrón,1
soy bien belicón,1
ah-ah tacomas,1
pomerania tu pomerania tu pomerania tu pomerania,1
me la voy a besar,1
una morrita fresa según me quiere follar,1
kevin tacomas,1
dembow freson,1
no se me descuide,1
yo me desplazo solo,1
aquí hay billetes de más para el pueblo alivianar hay,1
old parr adentro,1
mar tomándome,1
nos representa somos puro jgl,1
si no sabían,1
o sea que yo manejo algún,1
malandro ¿,1
se me hace que voy tendido,1
gucci rumbo,1
o el mojave,1
damaso lópez me llamo,1
me la llevo,1
con armas cortas y largas,1
yo soy hijo del señor,1
me voy a enloquecer a,1
si me quería tanto,1
yo todavía no puedo entender,1
como le puedo hacer para seguir con mi vida,1
y yo lo que quiero,1
pero si le miro la cara mi mente,1
me voy a enloquecer cuando me acuerde de todo,1
fabio gue-rra mirando,1
por los grandes respaldados,1
con vinos,1
de la cara,1
sierra vienen,1
con cuernos y empecherados en camionetas,1
chau pa,1
compré tu pomerania,1
glock voy,1
me jalo party,1
por el mío,1
entonces venga y despídase bien pa,1
uno vuelve a dónde fue feliz me la paso fumando weed pa,1
soy un niño malo,1
de dicaprio,1
las modelos me encantan,1
encerramos el cuerno pa' una borrachera,1
yo soy un niño malo,1
nicole pa,1
bien repleta de sueños,1
nos vemos luego,1
no me quita el sueño,1
a mí las envidias,1
eah! hablamos,1
la nochе,1
yo le compro balenciaga,1
las nalgas de una morrita me brincan,1
entre menos contesto,1
ayer baby,1
hotel solo,1
y paso a las 10,1
sabía baby,1
que no confíe en,1
una niña que vieran,1
armenta ¿qué,1
despeinada te ves bonita déjame,1
jaja ¿fuga pa' tijuana,1
pa' que wachen,1
jaja dijeron,1
me trae de cabeza difícil de creer,1
por besar esa boquita yo entrego,1
me trae de cabeza difícil de creer dime que me quieres tanto,1
por besar esa boquita yo lo entrego todo y quien lo pensaría que me cautivaran,1
me has llenado de alegría me,1
eres quien me quita el sueño,1
imaginando besarte no sé si me equivoque,1
que les quede de enseñanza,1
el que es tranza avanza,1
tenga tantito,1
no sea tan imprudente,1
mejor dedícate,1
no sea tan pendejo no,1
ponga el cerebro,1
ya que las malas vibras,1
trabajo calladito pa,1
y sin chingar a nadie,1
que te sientes mal,1
con esa sonrisita traviesa,1
la nevera llena,1
rogándole a dios,1
de dior,1
tito así,1
el de la .45,1
ayo ¡chau! voy,1
si sigue dormido,1
secuestrarte deja,1
me vuelvo un ladron trafico tus besos,1
me olvido del tiempo,1
el peor de tus pecados,1
cuanto nos amamos que soy en tu vida,1
no existen testigos,1
mi cama contigo,1
una vez y otra,1
mi fiel corazón,1
entonces venga y despídase bien,1
te quisiera querer pero,1
tenga un cora,1
que yo a ti,1
el sexo no se terminaba,1
cuánto costó?,1
solo dame un minuto pa' explicarte que la regué,1
lo notó y nadie nunca,1
que la regué,1
mujeres inocentes de un mundo que no existe,1
corazones y,1
entre la gente y desapariciones que,1
lleva dos años desaparecida hay un silencio indiferente que,1
el corazón dicen que ese día,1
de tu pecho,1
cuando tienes que aceptar que te,1
conformidad perdón olvido compasión resignación,1
pero la mamá lleva la,1
lleva dos años desaparecida para los fiscales es el día 730 ellos ni,1
juárez olvidó dicen,1
convencida de que iba a regresar que vivía en ciudad,1
necesidad caridad superación o,1
aun sigue,1
de bob esponja,1
de esta pensión empacó,1
de modelaje por fin llamó ese señor te va a dar la oportunidad ojalá gusten tus fotos y veras pronto vamos a,1
de la calle mami ya,1
linda no,1
motorola ay,1
lo poco que nos queda de ternura que lo reciba dios entre sus brazos,1
mi madre no anda en llanto,1
dejaré la puerta entreabierta,1
las motos las hace a su mudo,1
el atuendo,1
poko miren,1
y el negocio va pa largo...,1
el plebe le hizo un encargo,1
con los cristales,1
por eso nos pasó lo que paso,1
te importó más quedar,1
por si el destino,1
pero el cariño,1
esa noche,1
yo que no me sacaba tus besitos de la mente,1
me gritaste te amo,1
si tres días,1
"no, yo no entiendo esto",1
me dan coraje tus mentiras,1
luego te voy a mirar,1
"yo sé que no, sabes",1
y videos yo también te pienso,1
que suene el corrido en las reuniones,1
por eso nunca me he rajado saludos,1
el compa gilber,1
hai preguntaas hai,1
como le hacen,1
lo ven pasiar muy seguido por la ciudad de tijuana y por la sanchez tahuada,1
san diego de san diego,1
con tus ojos,1
como lograr que me mires,1
son muchas noches de angustia dibujando,1
ya no puedo seguirlo escondiendo no,1
si te digo,1
que con otro te engaña,1
a este pobre,1
que me finge amor,1
maría la,1
a mí me dicen nostradamus,1
te informo que tu soltería,1
eso hubieses pensado antes de enamorarme,1
una invitación al cielo,1
me enloqueces en exceso,1
de rodillas te pido ella,1
qué estúpido fui ella,1
el haber traicionado el amor que me daba,1
de la calle,1
la lealtad siempre,1
la troca forrada,1
ahijado consentido eres igualito ami,1
por ser tan buen hijo,1
papa mire padre yo sere,1
me da gusto verte,1
un fuerte abrazo de pura felicidad,1
de compas quiero,1
de compas voy,1
oh-yeh ahí,1
porque lo prometido es deuda y arriba tijuana la perla del desierto,1
pero en la agarro,1
y las plebitas me dan sus besitos,1
claro que me doy lujitos,1
la trompa está pesada,1
memo rancho humilde,1
pero en la perla,1
con la superona,1
una cadena dorada,1
rolex mojado,1
la suela roja,1
bien exclusivos,1
compadre chapo quiso qe fueras su ahijado,1
mi despacho,1
"si me respetan, yo soy correcto",1
ati todos aqui,1
entre la gente siempre derecho,1
los billetes caen,1
no es pa' presumir,1
el panorama siempre,1
rolex dorado,1
hoy me miran con buena ropa,1
pero el respeto,1
sol baja,1
el humo,1
gracias viejo,1
la vida prestada nachito y el potro,1
un tiempo fui,1
cuando me pongo,1
amigos yo tengo 2,1
al pobre nadie lo pela,1
de sol a sol,1
gusto verte,1
por tu bendicion,1
ok padre yo les paso,1
con hieleras bien repletas para empezar la parranda se llegan las vacaciones ahora,1
consigna de noche,1
brindando por el trabajo y el santito qe,1
en las cachas,1
un abrazo para todos mis carnales,1
me he arriesgado me ha tocado ganar,1
no me importa andar,1
apá hoy me siento fuerte,1
los favores yo se los pido a san judas tome,1
con mis amistades siempre estoy al 100 no,1
soy honesto y trato de portarme,1
no soportan verme puro pa' delante,1
destápate unos botes,1
ya saben dónde encontrarme,1
bien que me patalearon,1
la escuadra en la cintura,1
con ruidos de motor,1
del trabajo al hogar,1
para poder vivir hay que chambear a diario,1
para poder llegar a tu trabajo a tiempo,1
la vida natural,1
todo el que vive allá,1
yo vine a comprender,1
nunca me voy a olvidar de la pobreza,1
cosas importantes,1
de frente hoy,1
mio yo,1
porque senti tristeza habias,1
no supe que decir,1
no hay que guardar rencor,1
arrancar nuestro amor hoy,1
ni las nieves del tiempo,1
necesita tu aliento,1
mi vida se marchita,1
se le quiere y,1
porque me enciendo y miramo' presa a vece' vuelan los casquillo,1
y a mi barbie,1
con el carnal,1
con 18,1
cómo recuerdo a mi tío de sur a norte,1
bien recuerdo,1
de la frontera,1
mi calzado fino,1
pero salí machín astuto,1
no lo sé todo porque no soy brujo,1
yo soy angel del villar,1
allá solo hay amor,1
las voces,1
de quien yo le estoy hablando,1
no quiero morir,1
tú eras mi sol,1
si tú me hacías feliz muero,1
pero sin ti,1
soy huerfanito y esta suerte me tocó quiero,1
te di mi amor,1
te di mi amor debajo de los laureles tú,1
con unos dos tragos de alcohol,1
con unos dos tragos de alcohol ahora me queda aprender,1
algo me falta,1
yo soy el chuta,1
bien repartidos tengo puntos,1
ya me han caído los guachos,1
sierra todos,1
soy brazo armado para los chapos,1
todos los plebes traen la fech,1
soy encargado y archivaldo,1
me hice gente del chapo,1
yo di la cara,1
y que me preparara por si,1
yo siento que soy don,1
soy romántico pa' ti tengo,1
el miedo antes me acorralaba pero la meta,1
que algun dia me amaras loca sensacion loca,1
así aprendimos como de niños nos enseñaron,1
a veces algunas noches también le llore al destino,1
también sé que por algo yo siempre lo busque,1
si no fue el mismo el que sintió la rabia al ver como llegaba ya no era la misma portada miro,1
se fue el amigo,1
los frutos y la envidia,1
comencé este proyecto al,1
a ser el mira,1
estoy seguro,1
tu sonrisa en la mañana,1
yo solo quiero ser luz,1
ya no pude aguantar,1
no esque vaya a millon,1
aun no es tarde debes darte,1
que inhunde tu alma,1
dejate amar hey,1
,1
no existe condicion esta noche,1
dejame soñar loco,1
otro día los encontraron,1
sin tenerles compasion vilmente los torturaron y ya muertons,1
ando en la calle,1
ya bien entrado,1
para ir aprehender a un solo hombre se comanda un batallon entero,1
muchos de ellos su rostro,1
a su presa creian muy segura,1
de una hermana del señor amado federales vestidos de negro,1
el dia martes de enero pasado una boda ahy,1
me miran que paso,1
le subí al estéreo corridos,1
locochón así nomá,1
le subí al estéreo corridos malandros me,1
maría ando,1
"compa diego ¡uh! ¿qué onda, mamacita?",1
y me pegué un pase,1
pura cajeta,1
que soy el bueno,1
la plebe sabe quién mueve la harina,1
ya tengo otro,1
no creas que voy a llorar pues,1
si tus brazos me desprecian otros me están esperando si te esperan otros brazos,1
no te vayas a quedar como campana,1
para que lo andas contando,1
del gobierno,1
te confias y te sacan las uñas,1
pero qué flojera me das,1
para facilitar la tarea de poderte enamorar quisiera,1
guzmán hijo,1
el imperio,1
los marinos asustados,1
ante ustedes yo soy el de las montañas,1
porque no me preocupaba el mismo,1
me acusan de delincuente,1
yo solamente luchabaaa,1
yo sé que hay muchas,1
el tiempo me hizo viejo,1
con versos y canciones la dormía,1
pues yo cuando en mis brazos la tenía,1
huyendo de su plática aburrida,1
pues yo que con locura la adoraba,1
yo sé reconocer cuando he perdido,1
mi amor está en el fondo del olvido,1
al fin usted,1
un ladrón de corazones,1
ser amigo de cupido,1
el chico del carro,1
nunca en la vida florese nomas,1
para andarte parrandeando ya te conocí muy bien eres como el palo blanco,1
eso pones de pretexto,1
donde quiera te encuentres tú siempre,1
de un lindo verjel tu cadencial caminar provoca un choque,1
como encendido clavel tienes,1
dejame besarte quiero,1
deja mi vida que tu linda boca yo pueda besar dejame,1
de un lindo verjel tu cadencial caminar proboca,1
"otra vez, otra",1
a aquel día,1
tu perfume me,1
no saben cómo duele eh-eh-eh-eh eh-eh-eh-eh eh-eh-eh-eh-eh-eh,1
batman tú te fuiste,1
pac-man tú quería' la luna,1
eras mi fantasma,1
mi' to' la' neta' me,1
evo ma,1
no saben cómo duele,1
"yo no soy lo que quieres tú sí eres lo que quiero, baby pero",1
si te hice daño,1
te fuiste y te llevaste de mi un por ciento,1
somos muy iguales para ser,1
deja mi vida que tu linda boca yo pueda besar,1
la visión,1
que mi amor,1
este juego,1
te amanece mas temprano,1
no por mucho,1
si es que yo te di esperanzas pa,1
pero no me dices,1
nomas me das esperanzas,1
dejare de andar penando,1
pero bien sabe que la quiero enamorar,1
parece que conmigo nada le interesa,1
ya estoy harto de todos tus caprichos ¿quién te crees pa' que juegues tú conmigo?,1
lo que yo contigo hice mal,1
mis amigos me lo decían y creía que era por envidia y no entiendo que,1
yo estaba ciego,1
mientas conmigo tú,1
para darte de mí,1
las damas,1
me gusta la mota,1
fuerza regida ey ¡uh!,1
no miento mil cosas,1
por mi madre,1
tú que presumes te diré de qué,1
de educación y de valor a mi no te,1
no ocupo de armas ni de mafias,1
montando un caballo,1
por eso de nada,1
gerardo ortiz andamos,1
cómo la ve grupo escolta bien el perro malacosa,1
bien agradecido está satanas ratas,1
culiacan pues,1
cajoncito tengo,1
tachio todavía,1
me hice más maldito,1
mayo zambada no tiento inocentes,1
te mira de frente,1
botas de avestruz,1
grupo escolta así,1
edén muñoz,1
que la pobreza,1
un lápiz,1
no hable tampoco de,1
"oh oh, oh oh",1
más oscuras con tu luz me guio,1
eres tú mi fortaleza por ti no me rindo,1
por eso me paso,1
por terraceria,1
con tu luz me guio,1
donde menos piensan,1
porque me he portado mal o si dios,1
así te guste,1
ya la página,1
que me eleva a,1
por qué chingados mi vida con ti jodí ya no pienso cuando fumo,1
"no puedo vivir, mi alma perdí a la mi casa no vuelvo",1
que solo me da por seguirla,1
yo traté de escapar de nuevo la,1
"lo siento, me pienso",1
viajando bien gris me olvidé de mí,1
"donde nunca, carnal, yo fui feliz ahorita me la paso bien pinche loco",1
sí la fumo,1
maría ya,1
me la fumo,1
que a veces tanto la sufro en aquel mundo sin color,1
no me hables de mi alma,1
me la paso loqueando afuera,1
viejón puro,1
soy el m1,1
esta conexión que hay entre tú y yo,1
eres tú mi fortaleza y por ti no me rindo en las noches más oscuras,1
lo saqué del panteón,1
mi compadre r5 sabe,1
tan solo basta con mencionar,1
las tacticas de guerra tambien,1
con la mente en el combate para mejor precision traimos artilleria de gruesos calibres,1
todos con las pecheras,1
con haces de venganza,1
con mucha precaucion quiero,1
teniendo que cuidar todo el teritorio que con esfuerzo,1
los rifles importados sobre las blindadas y sus lanza granadas,1
si ay algun contrario,1
se mueven sus comandos,1
la plaza ay,1
lo que se nos a ordenado,1
yo sigo siendo yo de aquí,1
el que me cuida no duerme,1
ya no me espanto de la gente traicionera,1
se te olvidó,1
no es orgullo no es dinero,1
si les dolió el cachetadón con guante blanco,1
con guante blanco a veces duelen más las cachetadas,1
una escuela de alto,1
mia mor,1
aun lo siento aunque no estás conmigo esta conexión que hay entre tú y yo puede más que la distancia,1
lloro poero,1
con una mirada me enamore,1
el placer de poderte robar con un beso un te quiero,1
el placer de poderte robar con un beso un te quiero puedo ver en tus ojos,1
aunque me voy herido la pasión me alimenta para que no se muera esta ilusión puedo ver en tus ojos,1
que tengo de ser dueño de tu amor,1
con el sueño,1
,1
yo te dire,1
pero asi la quiero yo,1
por eso prometo amarte siempre,1
trayendo paz,1
con toda el alma te amare llegaste,1
de mí siempre tendrás lo,1
con toda el alma te amarte,1
para pedirle a dios que te deje aquí en mi corazón,1
que parezca una oración,1
estoy enamorado enamorado de ti,1
con la alegría que le has de vuelto ahora mi vivir a,1
así quisiera amarte siempre,1
yeh-yeh-yeh-yeh baby,1
ey que,1
por ella vendí mi casa carros,1
mi orgullo es ser sinaloense,1
siete y siete,1
ya nos estamos ondeando,1
nadie pise sus terrenos,1
los datos de un sinaloense,1
su padrino,1
porque tambien saldran claves,1
que no paren estos,1
el miedo no lo conozco para eso no tuve suerte soy cerca de culiacán valle,1
lo digo donde yo quiero estado,1
de vigilancia dos carros,1
"how it gotta be, my boy ayer",1
las cosas estan volteadas ahora,1
mucha gente me humillaba empeze,1
que me quieren agarrar rueguenle,1
mazatlán tierra,1
el miedo no lo conozco para eso no tuve suerte soy cerca de,1
señores andan,1
tengan cuidado,1
mi orgullo ser sinaloense lo digo donde yo quiero estado,1
amigos que están conmigo,1
pero le quitan al,1
ay enfermedades malas que matan al ser,1
pero yo conosco,1
ese los hace pedazos al,1
no sigas no me mientas,1
gonzalo chino,1
respalda manuel,1
los antrax activos todos,1
si querian accion van las voladoras,1
todos en comboys,1
un dia volvera aquel efectivo,1
hombres de valor capaces y fieles similares,1
el virus de nuevo,1
francisco su luto,1
el chuve,1
manuel torres alzo,1
el 3 un señor astuto,1
esta vocacion,1
la corporacion,1
el grito,1
para entender el corrido nomas,1
no ocupas ser,1
esos fusiles,1
de vigilancia a los carros,1
las cosas están volteadas ahora,1
mucha gente me humillaba,1
preguntando por pedrito,1
aguacaliente soy,1
mientras yo esté aquí,1
y por eso,1
con acciones fuertes su confianza,1
guzmán loera,1
guerra cuido,1
la adiamantada me relumbra,1
varias papas,1
con bazucas,1
sin tu amor no puedo reir no puedo pensar,1
"sin tu amor no puedo reir, no puedo pensar",1
ya me termine el cigarro disculpen,1
orgullo de su familia,1
no presume de riquezas,1
cien por uno sera nuestro,1
cien de ustedes haremos pedazos,1
dicho y hecho salio,1
la mandaron a estados unidos alla,1
por la deuda de treinta millones,1
el nini,1
le preguntabana un mudo clave siete,1
que me quieren agarrar ruéguenle,1
de agentes y de soldados,1
me llamo pedro avilés no,1
del valle de culiacán ninguna ley,1
ya murió el león de la sierra vengan,1
que la deslumbra,1
cerro yo,1
mis armas no las entrego,1
ya que tumbo mi panal,1
usted me echo,1
no rola tanto dinero,1
ahí los acribillaron junto con las jovencitas,1
era la última,1
además dos señoritas,1
lo tomaron prisionero junto con dos compañeros,1
pero como era camuco,1
era el precio de su cuero,1
le mandaro,1
por todita la nación,1
melena van,1
ese león,1
sé que eres coqueta,1
por ahí te,1
no niegues que siempre,1
bebé baby,1
me siento bien agüitado,1
pero sé que te he,1
algún día tener hijos o comprarnos un perrito,1
si supieras que por ti yo daría toda la lana ¿qué,1
"let you know whatever no, you ain't comin' back you ain't comin' back money don't",1
let you know whatever you want i,1
"we get too attached to the things from the past could've had it all, but you gave it right back you was countin' hoes",1
"uh, me and you could be a perfect match",1
"running back ayy, but i ain't chasin",1
"i just crush a lot uh, in the field like",1
no mas caravanas,1
ti trabajo,1
me siento mas fuerte,1
con que tu me quieras,1
no temo a las balas,1
cuando estoy contigo me siento seguro,1
los antrax andan bien pilas,1
compa pancho nose raja,1
el ondeado ni se diga,1
el cuello frío,1
come back ey,1
y chambeando macizo,1
el dinero me enfermó,1
jaja ¡yayai! ¡uh!,1
ey la c,1
apenas vengo llegando,1
uh! jaja,1
y traigo racha de cabrón,1
yo soy tu papi,1
casa traigo,1
empresa sm un whiscacho pa' la panza,1
fuerza regida mija,1
me desplazo y me les pierdo un rato,1
no es tu culpa,1
bien sabías,1
la rutina nuestros sentimientos,1
hoy me puse,1
y así suena el desamor de la calle,1
si supieras que por ti yo daría toda la lana,1
pastillas baby,1
y yo sigo,1
me da rabia,1
la jente te brinca,1
sin cabezas los dejamos,1
me viste inocente pero yo me fui al putero,1
satisfecho ai ke festejar,1
alto blindaje,1
de cuernos las rafagas,1
el curso de esta historia quisiera cambiar,1
que mientras jira el mundo,1
ovi (baby,1
ese puto verso,1
cantando en la barra,1
no te extrañaré,1
nos vamos despidiendo todo el fin,1
dime que me extrañas,1
si yo sigo aquí,1
llámame mirémonos,1
ni yo me entiendo,1
yo no sé ni pa,1
yeah cambié de cel,1
solo quieres divertirte,1
yo me fui y me alejé de ti,1
una vez más me falló la suerte,1
pero amor la neta sin ti estoy,1
bien curtidos,1
se visten todos de negro,1
somos equipos suicidas,1
y con sus pasamontañas bien armados se pasean tranquilos,1
para enemigos y contrarios,1
sea gobierno,1
por si alguien se pone perro,1
controlando el terreno,1
el macho prieto m-1 panchoo chino antrax,1
la plaza ba pa adelante,1
todo mundo cuida al ranchero afamado,1
puros soldados,1
la nueva generacion,1
unos train cuernos de chivo,1
a la orden de javier,1
la plaza sigue 10-5 y el comando negro al cien ya,1
no se agüite mi compadre,1
por eso a través de claves,1
javier el,1
a la orden de,1
ya los jefes,1
la plaza sigue 10-5,1
la hacian de mandadero hoy les hacen los mandados,1
y me la deje pasar,1
mis errores los lamento,1
pero contigo me dieron,1
guadalajara ese,1
allá en la sierra suriana don emiliano zapata militaban,1
del estado de morelos que,1
emiliano zapata,1
"por todos, muy",1
de un general afamado,1
me gusta enfiestarme con muy bellas damas,1
no puedo quejarme,1
el joven pa una linea tan grande sigo pa adelande mi mente travaja que lojo,1
que tengo de clave para mi plevada,1
me paseo de una forma discreta haya,1
aquí junto a ti,1
intereses me,1
de cualquier lado brinco,1
por ser de ambos ladoslibre de fronteras,1
por ahi me dicen americano,1
por nada me descuida la espalda,1
de donde el apoyo de mi raza,1
como aquello de san bernardino al 100,1
conosco bien la zona,1
no me quiero tirar de gran cosa,1
el temerario barona y el valiente,1
genovevo detrás,1
plan de ayala,1
un cuaco lobo,1
mi polvora quemo,1
me ajusto el chaleco me lleno de tiros,1
si hay amenazas,1
no ocupo de armas cuando no hay peligro,1
de solo un lado se ve,1
les doy una idea,1
mis planes de guerra,1
jamas me detengo,1
si me les enfermo yo si no te salvo,1
no me les escondo,1
el miedo les se sembrar,1
mis acciones,1
jesús capistrán,1
salazar los,1
eufemio zapata,1
del valiente guerrillero,1
ya me voy por el sendero aquí,1
del carrancista guajardo ya,1
por la villana traición,1
pero sobre salgo okey,1
sergio me,1
dentro de lo chueco,1
no hablan español,1
le ruego a mi dios no,1
ya todo ha cambiado,1
le tiende la mano,1
los gueros pendientes de,1
los yaquis nos dan billetes,1
marcos garcia,1
ase la pachanga,1
aveces me acerco y se,1
nunca los olvido,1
la tuna y el vallesito,1
mi rancho y mi casa,1
el norteño,1
por claves se comunican,1
pero al gobierno traemos asustado,1
somos buenos no malvados,1
pa comunicarse,1
siempre con la guardia,1
todo marcha al 100por ciento,1
nuevos elemento también hubo bajas,1
que no miro el sol mis hijos son grandes y,1
no han sentido miedo,1
porque me enseñaste a ser,1
una camioneta de migración o una deportación,1
porque todo el tiempo estas de mi lado,1
los grandes consejos que me has regalado por la sangre,1
porque el aroma,1
ante las rosas,1
para esta gente que es puro corazón,1
mazatlán yo sé,1
para cantarle un corrido,1
donde el pacífico,1
me trajo hasta esta tierra,1
hasta el tope,1
promete juanito,1
mis tíos y hermanos con los ojos tristes y paso,1
les mando un saludo a,1
se me pasa el tiempo,1
que vi en el desierto las noches,1
las miles de cruces,1
lo que dicen no es cierto,1
hasta el tope la vida no,1
o una deportación de botitas y sombrero,1
los obstaculos,1
me encuentro y enfocacion,1
las cargo en mis manos,1
los hijos del señor no me pueden faltar,1
soy aquel de,1
nadie me los va quitar,1
y por donde me muevo se mueve un gentillal,1
sinaloa de leyva según,1
shots hipnotic y lavada,1
qué ay que amanecer,1
sin sueño plebada,1
qué pedo,1
shots hipnotic y lavada carnal,1
el molly,1
te extraño una guerita bien guapa me dice: ¿qué tranza? ¿qué,1
gabi compa tito,1
la clika siempre anda al cien,1
que a ese bravo,1
mi meta,1
nata compa gabito,1
la corta siempre,1
chuky cajeta lo,1
gori para,1
tucanes me,1
con mi compadre roque todo bajo control,1
cosas claras,1
serafin sabe,1
para lujos,1
del tingo al tango,1
no tenía cabeza pa mirar,1
la vida me sonreía y me refugie en cristina,1
pero pegado a mi niña,1
ya no quería ni hablarme,1
vida colmada de lujos empecé,1
aquella vida elegante,1
no medía mis tropiezos gente,1
y fui y camina y camina y me,1
me capacito cada chaca,1
jaula jamás,1
por teléfono,1
a los grandes del gobierno,1
a la unión,1
aviones repletos de droga,1
culiacán saludos,1
de mochis,1
esta al pie del cañon,1
finos audemars toda,1
tito compa gabo ¡márquele,1
y al tenerlos cerca,1
lo que ordene el jefe,1
mp el señor,1
los terrenos estan bien marcados,1
suficiente para brindar respeto,1
de los que despreciaron al macho prieto si somos su familia,1
dos minutos,1
los comandos,1
tambien los vidrios,1
meche el plomo,1
no hubo tiempo para responderles aun,1
fueron gritos con la voz quebrada cobardes,1
yo soy pablo me dicen pablito el del atentado en la morelos mi vida,1
no olvidare,1
ya rompieron con lo del plebito,1
algo importante de los carteles,1
una calavera ami me ha identificado,1
si me les enfermo imaginen,1
pues el rendimiento yo no lo acostumbro,1
y el que me falta sabra,1
los altos niveles y rangos,1
tambien recorren sector armado,1
si ban a correr pa,1
nata y cosas buenas,1
los hombres al oficio,1
y las cosas malas,1
me dicen hay que guardarlas,1
de esas no hay quien diga nada cosas buenas,1
me dicen que no las haga,1
cosas buenas,1
quizá también es mentira,1
pues le crees al qué,1
que la duda,1
pobre de ti,1
si ya dudaste de mí ¿qué caso tiene explicarte?,1
y piensas que soy culpable,1
de caricias oh oh,1
de caricias oh oh las cortinas de aquel cuarto,1
dime que me amas dímelo por favor dime que me quieres dime que me extrañas dímelo corazón las cortinas de aquel cuarto,1
me siento algo grave,1
yo soy el pablito raza,1
la tortuga y mi compadre meche nunca,1
el pirri el prieto el indio,1
ese llanto que derramo su cara,1
todo se reorganizo,1
y al mando traje a su plebada,1
a la orden traje un convoy,1
ya no me interesa,1
una cruz de jesu cristo,1
mi cuerpo traigo tatuado la virgen me da respaldo,1
las bajadas,1
ando controlando y traigo vos de mando,1
se me mira,1
una casa en hollywood,1
de santa ana,1
parral music,1
mi negocio avanzando deportivos,1
mi miran en la mano,1
un rolex,1
un churrito me relaja,1
las guitarras,1
me vuele amanecida,1
de pistiar que el negocio crese y la suma de billetes,1
un vasito de wiskito en las rocas pa,1
ando en la cima morras,1
aguirre nunca,1
adiós ciudad de nogales de ti me estoy,1
me la sigo,1
dios te guarde quiero,1
me gusta ser,1
,1
ya termine de cantarles pa,1
ya me despido de todos,1
con esta 45 yo voy a se respertarme,1
pero nomás,1
el coquio,1
usted me ha hecho favores desos,1
yo por usted doy la vida,1
lo acompana su compadre penunuri,1
porque jorge,1
de ellos,1
por se sabe consertersia,1
de rancho de los mescales,1
y un abraso don pe castillas,1
piensan jugarle traision,1
cuantas veses,1
badiraguato jorge castro,1
de rumbo,1
al joven coquio castro del rancho de los mescales,1
para brindile homenaje,1
yo por mi compa derigo,1
las mujeres y el dinero,1
las manos van a sudarles,1
emilio varela,1
si no tienes la menor idea,1
no sé si sepas,1
hoy mi pasado,1
y tú llegaste a hacerme,1
por la primera llore y llore,1
de mi carino y de mi corazon contigo,1
las que me han dejado por las que he llorado ay que cruel dolor,1
tu amor es mi lotería,1
