Término,Frecuencia
oye ma' qué paso,1
ya no estás más,1
porque no sé si estoy vivo,1
estoy castigándome no sé si estoy vivo,1
estoy castigándome no sé si esto,1
me quemo unos bongazos,1
cds delincuencia,1
y nomás pa,1
las moet,1
aquí traigo el polvo,1
les tiro y pura verga me desato,1
con las babies,1
pero no me dejes no te vayas,1
destrampón de antro,1
sé que estas dolida,1
me cayó el 20 que cuando tú me querías fueron mis mejores días,1
chaleco carga placas,1
me cayó el 20 que cuando tú me querías fueron mis mejores días te mentí no,1
dom pé,1
más me las pagan,1
de metralleta,1
aquí en cln,1
puros fierros vergas,1
cómo olvidar tu olor,1
te necesite te,1
contigo no volver yo cada día,1
mi principio es de a de veras a,1
y tu piel,1
pero sinceramente yo no siento qué,1
no sé si estoy vivo,1
ya estando en la vereda,1
no me pongo pecho tierra,1
frente de un cabrón,1
con más fuerza,1
jure más,1
empezaré de cero,1
no es adorno mi sombrero,1
con él me cubro el frío cierto,1
pero eso es punto,1
se los dice este,1
la gente es muy mitotera yo sigo en el mismo barco no,1
mí nunca,1
pero en fin,1
no sé si yo sea capaz de verte,1
de aquel fuego,1
y quizá vea tu silueta,1
"dime no oh, oh si",1
por favor no quiero escuchar más de tus promesas hechizas,1
ese atardecer con aquel brillo al mil ahora,1
ya no soy el mismo aquí,1
lo que te toco a ti cambia,1
eh haré,1
no vas a lograr quién te quiera,1
te amo todavía te,1
ay chica,1
primero dices que quieres,1
no hay mayor error,1
me vas a creer pues sé que sola me delato no soy mente infiel,1
todo lo haces muy bien tú ser muy buena,1
hoy pierdo a la reina de mis fantasías,1
de todas las veces que te hice mía y todavía me exiges que olvide tu sonrisa,1
tu sonrisa me roba me roba hago a,1
no podrá apartarte nadie aunque tú me hagas llorar,1
si supieras todo lo que me haces sentir haria,1
para que me quieras a mi pintaria,1
aunque tú me hagas llorar,1
siempre te llevo conmigo,1
tu sonrisa me roba me,1
sin duda esa boquita tiene que ser para mí y se tiene dueño,1
sin duda esa boquita,1
por darle un beso que sé yo no me importa el tiempo,1
si supieras todo lo que me haces sentir,1
para que me quieras a mí pintaría,1
si me das tu corazon yo te doy mi vida entera tu seras mi adoracion,1
que te deje de querer,1
tal vez te las pueda bajar,1
por darle un beso que se yo no me importa el tiempo,1
para ser el orgullo del mundo,1
absurda agonía perdón,1
si música,1
a estas horas de la madrugada para,1
les voy a presentar,1
viejon con,1
para aquí el viejo,1
por eso es que lo quiso mi madre yo le quiero dar gracias a dios por,1
que para este borracho a tenido sirvele,1
cuando agusto por que ahora,1
mar dios,1
viejon anda alegre,1
si mi madre,1
el viejon con amor,1
un sombrero de charro moldeó luego,1
con luna y estrellas,1
el color de mi tierra,1
me enamoré de ti hago a,1
solo se hablar de ti discúlpame si no tuve el valor de decirte que en mis sueños solo tú existes y es verdad,1
tu forma perfecta,1
qué chulos ojos son luceros,1
no sé qué vaya pasar,1
con el tiempo te deseo,1
te mereces el mundo eso y más,1
los que tiene esa linda joven que estoy mirando qué miradita esa que me está matando yo la voy a convencer,1
qué chulada de mujer qué cuerpo,1
sonora mermelada,1
que olvide tu sonrisa,1
de decir te quiero me,1
y no quiero amanecer qué cuerpo,1
los que tiene esa linda joven que estoy mirando que miradita esa,1
que chulada de mujer,1
que chulada de mujer que cuerpo,1
esto es puro michoacan,1
son luceros,1
"ay, qué rico",1
esa carita angélica la que a de cargar,1
de pelo largo labios rojos me enamora,1
que casualidad que causalidad,1
la cruda,1
hace mucho,1
que casualidad que casualidad,1
que tu vida,1
si te ríes a mi espalda quieres,1
yo siempre he sido ajeno,1
te irá mejor sin mí espero,1
me encanta tu mirar,1
por tus amigos que me muero por estar contigo y,1
"porque yo) de ti, me enamoré qué bonito",1
de decir te quiero me enchina la piel,1
tú forma perfecta,1
por eso me enamoré y es que tú me,1
te supe amar yo sé que merecías más amores como tú hoy sé solo se viven una vez solamente me queda abrazar lo que fuimos un día qué agonía perdón si no te supe amar yo sé que merecías más amores como tú hoy sé solo se viven una vez solamente me queda abrazar lo que fuimos un día qué agonía solamente me queda abrazar lo que fuimos un día qué,1
conformado a,1
tú me sabes bien guiar,1
aquí en la área,1
tú guardas tu postura,1
tu ego está en la luna,1
yo te quiero conmigo necesito,1
te juro que me jure,1
si quieres quédate aquí,1
ya no me llames que te está,1
cuando yo le dé a otra mujer,1
da la pvtivuelta,1
dos como yo 'tá bien cabrón,1
que traicionarme te salió muy caro hoy mi vida,1
ya no me llames,1
el miedo en las calles abunda,1
todo tranquilo,1
los rifles,1
yo no estoy para dar,1
con ese culito la mira,1
sigue vivo el sentimiento toda una vida traté de ignorar cómo dolías mas,1
estas perras ganas para cuando me las matas,1
todo este grande amor solamente,1
mil rólame,1
te eché el ojo y me gustaste,1
qué bonito culo,1
vrga te,1
mami qué plan qué,1
o de perdis un besito,1
necesito de ti si me voy donde vaya yo te llevo conmigo,1
le cambio la cara cuando me,1
ya no batallo pa' agarrar morras bien buenas yo ni en,1
está loquita,1
a esta morrita,1
"tú me sabes bien guiar todo lo haces muy bien, tú ser muy buena",1
no me dejes ir solo,1
y no la piensan dos veces pa' darse un tocón hoy la plebada,1
me superé y me preguntaste,1
te dije: ten cuidado,1
esse é,1
quando é pra sofrer nego,1
quando é pra ganhar nego não pode,1
mi pecado y mi rosario,1
mi tormenta y mi guarida,1
nego quer bater,1
sinhô bate,1
levado na força bruta,1
las puertas las tengo cerradas pa,1
no podrá apartarte,1
mas tem uma diferença pra hoje,1
na fazenda,1
pra bater maria,1
nego sinhá nego,1
no te olvidé aún te sigo queriendo y,1
esa sonrisa yo ni la,1
pero te miré feliz,1
"te lloré, te lloré fuiste",1
qué poco te pesó,1
alguien como yo no creo que te encuentres,1
pero inténtalo,1
porque la distancia,1
el tbt perfecto,1
te quise más de,1
diga que en mí mejor,1
david vape,1
te lo digo porque te conozco estoy,1
miguel cornejo pa,1
con otro vato,1
los recuerdos que me llegan,1
no la piensan dos veces pa' darse un topón hoy la plebada,1
sin un reporte,1
puro narco fresa,1
los amigos malos,1
le gusta los baisas,1
a este loco extrovertido esos ojos me enloquecen yo te quiero,1
para no olvidar jamas,1
"pero por ti, chiquitita te",1
balenciaga chanel,1
bluе label,1
sed ¿cómo te digo quе me encantas?,1
amor pido que te quedes quedate una noche,1
me da vueltas la cabeza tomé,1
se me desvía la mirada,1
te amo con toda mi alma,1
que te quedes conmigo,1
tú me llegarías ya estoy formado en la fila,1
mi botella de tequila quiere besar tu boquita me da vueltas la cabeza tomé,1
tú me llegarías,1
huyendo de un delito,1
caminar ¿cómo,1
esa cinturita que me atrapa,1
"y tú, siempre a la moda",1
bien sabes que a ti te encanta ya no te hagas la santa te quedas mirando cuando me saco,1
mi sera,1
terminamos en la sala,1
más cuando me dices,1
tú quieres de mi matraca,1
que a ti te gusta mi plata,1
la sabana en que dormiste por siempre,1
"me cacha, me cacha",1
muy feliz te sentiras,1
kevin con,1
yeri mua,1
uzielito mix mátalos,1
bonitos ojos,1
disfrutando nuestro amor,1
nos quedamos en la cama,1
al cielo te llevare si te quedas esta noche,1
con letra,1
oh oh oh,1
me pierdo adrede,1
matitas de marihuana qué,1
le llaman a mi cosecha producto garantizado las colas de mis plantitas,1
son el manjar de los gringos,1
las queman,1
les encanta mis hierbitas son una bola de grifos ellos,1
y nosotros el producto,1
les daremos ese gusto,1
te pido permiso,1
yo voy a seguir sembrando,1
aquí es donde estoy,1
el riesgo vale la pena cosecha,1
de aquel tesoro de gran valor,1
ni el más tarugo la siembra,1
no es fácil este negocio,1
que siempre me,1
con esa belleza,1
no observarte aunque me llenes los ojos,1
probablemente disimulo,1
que ni parezco el mismo de antes,1
del porque hoy pa' ti soy nada probablemente te digan tus amistades que me han visto fatal,1
sin pensarlo dos veces,1
energy boys gracias,1
y nada yo te voy,1
mi troca,1
sin pensarlo dos veces te volvería amar,1
me abracé fuerte a tu alma,1
soy la prisioneira,1
una mentira que apagó mi voluntad,1
soy el reflejo de ese sueño,1
una manera de vivir,1
mi doble vida,1
son más las ganas,1
de uñas muy largas,1
la escuela que yo cargo,1
yo te quería aquí conmigo,1
por que un verdadero amor,1
te presento ami amante la que no anda a la moda,1
pues en verdad te amo ni cuántas lágrimas voy a llorar hoy,1
este adiós me mata pues me alejo y muy,1
este adiós me mata pues me alejo y muy lejos de,1
y no besar esos labios,1
pase días,1
para que el mundo sepa que eres mía te,1
la que no anda a la moda,1
lloro ahora,1
polo eres,1
era una guerra,1
oh no oh quien crees que soy yo pa,1
no tenías que hacerlo,1
porque eres para mí un gran tesoro,1
porque la verdad,1
yo le caigo pa' tu casa terminas endemoniada terminamos,1
yo la biada,1
son sus penas,1
porque yo que si supe quererte,1
sin pensar en que me olvidarias vuelve,1
"por lo pasado, yo te perdono esperando a que vuelvas conmigo yo vendre cada noche de luna",1
o de plano me mande a la tumba vuelve,1
"por lo pasado, yo te perdono",1
tanto tienes tanto vales,1
y me siento poderoso,1
por eso aqui,1
gonzalo que el tony,1
tanto tiempo en la batalla,1
jamas tube,1
lo que me lleva se mueve,1
para que el mundo sepa que eres mía,1
ni tus besos,1
ni a mi peor enemigo,1
la chamarra negra de la marca,1
no eras capas de hacerme,1
y me fui sobre de ella,1
tito double p a-a-ay ay,1
prendieron las luces y al primo no lo miro no,1
y yo salí barrido,1
primo mejor,1
"ahí voy, chiquitita ¡qué rico",1
los gatos,1
balenciaga presumo,1
si quieres dime,1
cuando me lo haces,1
lo amamanto rico pa,1
te brinco en la nota,1
no dejes que el tiempo,1
eres el gustito,1
cuando llegué al antro,1
padrinillo ¡compadre!,1
compa tito ahí,1
a-a-ay mi,1
no tengas miedo de nadie,1
no me estes,1
aun que sea una temporada ella me dice llorando compadecete,1
ella me dice que esta de mi muy enamorada que me la lleve muy lejos,1
no me importa el mañana,1
ya saben que lo enamorado a mí no se me quita y eso no va a cambiar la neta,1
si la niña me gusta yo le cumplo sus antojos,1
no más miran dinero,1
pues según tú,1
pues me mirabas como enemigo,1
porque desde morrillo,1
apenas veintitantos,1
si saben que soy bravo,1
porque hay que torear las leyes,1
se le acaba su carrera,1
cien por ciento de la sierra,1
todas las veces que me has hecho tan feliz tú te entregas,1
compa rabba,1
charly armenta,1
"donde perdí, mi más grande amor",1
"por eso, lo traigo adentro",1
dentro muy dentro,1
mí cómo te digo,1
para no perderte no te vayas,1
prada ya,1
la iba sostener toda una vida hace un tiempo debí,1
te miré y entraste en mi vida,1
ese amor eres tú te mentí pues no tenia salida,1
de tanto que la he extrañado,1
amor por otra,1
me rinda y te ruegue que sea un roble,1
uh y así suena su compa,1
la shorty guapa,1
si yo no las envió,1
tus besos bien tatuados,1
mi tiempo malgastado con tus besos,1
tu tiempo malgastado por mis besos solo quedan los recuerdos,1
no-no-no-no sucesión m del,1
"yo, me siento",1
te busco y no encuentro salida,1
que me causó tu amor,1
esos no los borra,1
armenta pacas,1
oh ooh,1
las farandulitas llegan en avión you know qué show,1
soy ken,1
pero una noche nomás,1
chino compita jorsshh ah-ah-ah,1
uh eah ey,1
al valle de las cruces esquina,1
tu estrategia que mana indiferencia,1
sabiendo que me extrañas,1
le gusta,1
porsche gt3 saben,1
o allá,1
me cae la feria,1
dubái mi,1
algunos jales me tumbó la marina,1
aquí sobra la paca,1
ella la más fina,1
me puedo plantear quizá,1
solo pa,1
mis fotos al estilo del,1
a la verga macizo,1
la que quiero me como,1
punta cana traigo,1
los satelitales pa' tumbar,1
audi rs 5 salgo,1
puerto rico me,1
para punta cana,1
kevin chau alta,1
uh-uh) ey,1
"al modo cholo, tirando plata",1
ya las conectas hasta en,1
jaja the turo,1
la 413,1
turo y,1
de la má' perra,1
jaja ya,1
uh-uh ahí,1
de la más perra,1
yo puedo con mi orgullo,1
o seguirle de payasos,1
o puedo pensar,1
ti cómo te digo,1
te busco y no encuentro salida pa' la depresión que me causó tu amor,1
me rindo ante tus pies postrado anelondote a ti señor te necesito,1
incompatible a mí,1
pero voy a salir,1
y besarás el suelo,1
a que pique el anzuelo,1
y sé bien que,1
hasta hoy,1
si algun dia yo te quize,1
si tú me hubieras siempre,1
con molly esto,1
ya lo ves que sí,1
que prometiste quédate,1
nunca me dejarías se te olvidó,1
satúrame señor y déjame sentir el fuego de tu amor,1
señor) refresca mi alma,1
oh abre los cielos,1
ora prometiste,1
la venganza es dulce,1
no te odio mucho menos me alegro,1
porque no quiero verte,1
a que pique el anzuelo chiquita,1
mi penúltimo te quiero multilaste mi alma,1
"te lo juro, mi niña",1
me miras como un p**dejo,1
porque de mi cabeza,1
una botella,1
ese día te perdono no es mi culpa sepultaste mi amor,1
como darte agua fresca,1
ese día te perdono,1
pues eres una,1
bien ojeroso,1
me prometiste ya no iba a pasar y también me juraste,1
pues te estoy marcando y no entra tu,1
travis yates,1
proyecto x,1
me siento en el espacio,1
buen futuro pa mi gente,1
no te rindas ni te agüites,1
no es malo forjarse metas,1
la maldad que no descansa,1
pero con mis oraciones,1
aún no estoy en donde quiero,1
no me creo más,1
para sentirme más vivo,1
tragos de don julio,1
mi camino quiero,1
oh contigo,1
dueña de mis sentimientos tus labios junto a los míos,1
cuando recorra tu piel,1
"ay deberás, me traes bien enamorado préstame",1
no puedo vivir sin tu amor,1
mi esfuerzo,1
yo sabía que era pobre,1
no les rechazo la mano,1
antes me hacían a un lado,1
rolex rolex ¡chau,1
dios te necesito,1
te necesito no,1
luces de neón,1
travis blunt,1
cherry lady,1
sour patch,1
bien le entiende,1
m cheques,1
eah drones pa' la movie del terror,1
molly pa' la fiesta,1
el tres,1
jefe m junior,1
y no quiero amanecer que cuerpo,1
aún no me la creo que tú ya no te acuerdes,1
prometo mujer,1
lo mejor y lo peor tenemos,1
a veces siento bien,1
de gente que se sube con las cosas,1
te pienso todos los días,1
a veces te pienso y tú no me hablas,1
derriba la muralla sale,1
no seas aburrido,1
son plumas en el viento,1
gracias a los que siguen y a los,1
donde todo lo nuestro ya,1
de nuestra historia de amor hemos,1
solo un triste recuerdo,1
derriba la muralla deja,1
siempre de cero ¿qué te pasa?,1
que te quede,1
de noche por mis sueños,1
yo tengo en mi cabeza,1
si mi único pecado,1
mi mente te extraña,1
tu sabes que me quieres,1
no hay nadie como tu y tu sabes mi amor,1
que no existe persona,1
si olvido todo ese daño que me has,1
"simplemente caricias, besos y abrazos",1
no me importa mujer,1
cuando me llamabas todos los domingos,1
donde lo de ser feliz,1
jugabas conmigo no,1
por ti la cuenta borro,1
y pa' vivir,1
"donde, yo sea tu príncipe",1
cansada de sufrir si quieres,1
dondе me despiertе,1
todo lo que hay en mí es dolor y tristeza yo tengo en mi cabeza cansada de sufrir si quieres que ante un juez repartamos,1
se vaya con el viento,1
y desprecios y ahora quieres en corte,1
cuando existe amor,1
y vas a querer recuperar,1
me tendré que marchar y eso me hace mal,1
"pero no, no daré marcha atrás",1
y todo ese dolor,1
que quizá lo mejor,1
"no, no te guardo rencor",1
por favor no te olvides de mí,1
nos llenamos la vida de rencor,1
tú sabes que deseo,1
que te digan,1
te adoré,1
cuántas cosas quedaron prendidas,1
hasta dentro del fondo de mi alma,1
cuántas luces dejaste encendidas yo no sé cómo voy a apagarlas ojalá,1
ah-ah inexplicable,1
no sé como decirle que necesito yo tomarla,1
"lo sé, quiero mirarla siento",1
un amor como el que yo te di no,1
no pienses en volver,1
si no me querías si no me querías,1
te fuiste en tu rollo,1
que me pasaría sin pensar en nada me olvidaste,1
que no se me pasa y no puedo olvidar no sé qué me hiciste pero la verdad,1
si no me querías si no me querías ya ni hablar me quedé el desaire,1
que debo conquistarla,1
que se enamore de mí me fascina su sonrisa me enloquece su mirada ojalá,1
con una mentira sin pensar en nada me olvidaste en solo un día te fuiste en tu rollo,1
tu lo sabes,1
"te buscaré bandido te atrapare maldito te lo juro, pagarás por mi amor",1
nos queda el recuerdo pero nada más,1
ya no queda nada por donde buscar,1
no te guardo rencor todavía te sigo,1
mi locura,1
pero nadie me llame cobarde,1
bien pedo,1
dando bajo,1
te compro los minutos,1
me vale verga y la traigo paquitas,1
de uva de fresa,1
tu egoísmo te hace fuerte y te lastima el no hablar a veces te miro triste y tu corazón llorar no te aguantes ya no sufras no hay camino,1
tu egoísmo te hace fuerte y te lastima el no hablar a veces te miro triste y tu corazón llorar no te aguantes ya no sufras no hay camino que quieras andar,1
tu y yo en mi habitacion,1
party party,1
aquel tan grande encuentro,1
de los 2,1
pues mucho extrañas mi amor,1
luis alfonso!,1
julián daza ¡ay!,1
un par de meses,1
bien equipado con toda la plebada,1
te los pago al contado te compro cada beso cada caricia tuya te compro el corazon te,1
si no soy un hombre normal,1
de beberme el mundo de un solo jalón de inyectarme la quincena,1
con la esperanza de mirarte,1
yo no te culpo de sentir,1
de enfiestarme todos los días,1
de perderme en la loquera vivir,1
la neta que me cortaras me hizo bien que se agarren,1
de encerrarme en el cuarto de un motel de vengarme,1
de puro alcohol en las venas,1
me voy al party,1
aquí te mando unas fotos,1
con un par de tus repuestos,1
tu cuerpo de sirena te compro noches buenas,1
pero es la condicion que te quedes conmigo,1
yo te las realizo,1
cuando ando de fiesta,1
un par de amigos,1
un vividor o una deidad que sea,1
con lo que obtenga por amor ¡oiga,1
y te amé,1
dime qué piensas,1
yo te prepare la cena,1
que cada noche,1
piensas quiero,1
canto para desahogarme,1
infiel infiel me,1
infiel infiel,1
jair! salud,1
pero te bajé la luna,1
infiel infiel fuiste,1
me estoy muriendo poco,1
un beso con sabor a sal,1
tu maldito recuerdo,1
lo que digan los demás,1
que te lo crea tu madre que te lo crea tu madre yo no te creo nada,1
la mala recepción,1
y no es por culpa tuya,1
dame tus días,1
yo te dejo te lo juro que no te,1
te di todo mi amor,1
vestida de blanco,1
con perfume,1
yo no me he vuelto a,1
pero tú dime qué quieres,1
con tu figura siento despegar los pies del suelo te,1
todo tenias el deseo que se te ocurriera te lo consedia que te faltaba todo tenias que te fueras como tu lo hiciste no lo merecia te di todo mi amor,1
amor amor sagrado asi me lo habias jurado ante una virgen ante un altar,1
que triste agonia,1
con lo que obtenga por amor,1
cuando quieras regresar que,1
día has de llorar cuando,1
y te vista la vida de suerte,1
cuántas cosas quedaron prendidas hasta dentro del fondo de mi alma,1
a nadie aunque no te vuelva a,1
qué el cora,1
te lo confieso disfruté verte,1
pues comprobé que tú también me estás,1
te suplico regresa a mi vida por favor y de nueva,1
quería que lloraras quería que lloraras,1
si vas tropesando te vas a caer,1
si yo nisiquiera me acuerdo de ti,1
tú querías lujo,1
ya era costumbre el cumplirte tus caprichos,1
te fuiste a casar amores ma' rompecorazones tú tienes mala maña ay dime quién lo diría quién la,1
o siempre juntitos no te quiero perder,1
más sin tu amor yo te amo a ti no quiero a nadie más sin ti hay oscuridad no quiero que me dejes así todo esta en ti si tu me vas a amar siempre,1
no quiero vivir,1
mi ilusión no puedo yo imaginar mi vida sin ti ni quiero pensar yo te amo a ti no quiero a nadie más sin ti hay oscuridad no quiero que me dejes así todo esta en ti si tu me vas a amar siempre,1
toda mi vida mi consentida,1
más fuiste tú quien al final,1
con el amor que te juré,1
todo me da igual,1
compartimos las dos al mismo hombre querida socia tú eres la noviecita,1
jaja esa nena,1
jaja ey,1
hello oyes solo te hablo para decirte,1
ya pidió mi mano,1
querida socia,1
lo queramos o no,1
la recatadita yo la amante sin,1
mija quédate,1
querida socia sé,1
pero hoy debo decirlo que,1
mío vamos,1
te suplico regresa a mi vida por favor,1
de los lara eso quiero,1
"pero yo se la quito ay, me cae que no me agüito",1
"con estas palabras te amo hmm, te amo",1
de una tusa,1
por montones hay mujeres me tomo otro de tequila,1
esperándote dijiste que aún me querías yo seguía extrañándote pero,1
por besar tu boca,1
como tu orgullo me hace tocar fondo y quedo como un tonto las palabras se las lleva el viento,1
va a encontrarse con un beso vas,1
para recoger los frutos del amor,1
las palabras,1
el olor de tu perfume,1
"ay, mi barca",1
duele cabrón,1
lo que según yo tenía pues jamás me imaginé que a la distancia me engañabas mientras yo te esperaba te entregabas a él que mentira más cruel tú sabías que yo te amaba tú sabías que te era,1
lo que tú me hiciste ahora que estás con él ya verás que en la vida todito se paga prometo mujer que un día estarás llorando y recordarás lo que me hiciste ayer ojalá,1
va encontrarse con un beso vas,1
dios te perdone porque yo jamás juro que no podré yo,1
para amarte y tú me fallaste te fuiste con él ojalá que te acuerdes de mí cuando llores por él que a la distancia me engañabas mientras yo te esperaba te entregabas a él que mentira más cruel tú sabías que yo te amaba tú sabías que te,1
lo que tú me hiciste ahora que estás con él ya verás que en la vida todito se,1
quien sera?,1
estábamos allí sentados,1
frente a frente no,1
como dos tontos y yo que no veía la hora,1
de tenerte en mis brazos,1
"con estas palabras te amo hmm, te amo y de pronto nos rodeó el silencio",1
uno al otro,1
tus manos entre las mías tal vez nos volveremos a ver mañana no sé si podre ¿qué,1
con estas palabras,1
eternamenteee ououo,1
tu cuerpo y mi corazon alquien que me sea fiel alguien,1
que por tu amor goze alguien,1
ay dime quién,1
no te diste,1
mientras te cuidaba te alejaste,1
y tu vieja,1
te amo desde el primer momento,1
tu nombre es gloria,1
ya mi memoria la perdí por tus recuerdos,1
cuántas luces dejaste encendidas yo no sé cómo voy a apagarlas,1
con nadie tengo,1
para gozar de la vida,1
tambien un grupo norteño pa,1
y que suene el acordeon,1
bamonos pa'l malecoon,1
me paseo muy agusto,1
por el pais,1
soy un onrrado,1
no quiero que falte nada quiero,1
mi trabajo me a costado,1
pues enemigos no tengo,1
eso si bien arregladas cuando boy al malecon las traigo llenas de chavas que truene la tanbora,1
por que con banda,1
adiós tú te marchaste,1
,1
mientras la muerte sonria lla,1
de mis migos,1
te soy sincero que y te sigo queriendo sigo,1
macielón compa ariel qué triste ¿no? habernos,1
le di mil besos,1
chinito ¡uh!,1
"tan bonita, la niña",1
tiktok ¿qué tranza?,1
que en secreto te lleve,1
bae se,1
pero a ti qué machín te valió,1
que de amor yo muero por ti chaparrita,1
todos lo sabían menos yo todos,1
wey te amó,1
cuando estoy lejos de ti han,1
y tú ni te,1
que sentimiento me da que me voy sin poderte,1
mío que,1
pero te conozco y se nota de más,1
con alguien más,1
al pensar,1
por eso es que a varios me llevé por delante,1
no existirán rencores,1
me aceleré cuando me tocaron la sangre,1
por eso el rifle,1
toda la vida me llevé quemando parque fui mecha,1
no fui corriente,1
para el amigo,1
eres de guerra,1
mí no sé,1
no porque si te han,1
como me puede alejarme de mi madre,1
si tuve amores,1
la preocupe pero la quise,1
así me miraban allá en la aguacaliente fui beto aboytes,1
amor como el mío,1
solo quedan recuerdos mirame,1
no existirán rencojes,1
y yo solo,1
yo la vi que digan,1
que diga qué hay,1
me aventó una sonrisita y me alborotó la hormona,1
"ahí te vas, chiquitita sé muy bien que dices que me odias",1
me cae que me la mandaron para el hijo de mi apá que diga qué hay que hacer,1
yo quisiera que se arme,1
yo la quiero para mí se está haciendo del rogar y pa'l colmo eso me gusta,1
no la quiero,1
yo quisiera que en su boca,1
qué ojitos tan pispiretos,1
tu que eres su amigo y sabes de mis sueños cuentale,1
ese mal rato,1
a pensar,1
pensándote desvelado,1
qué mala suerte el haberte,1
diosito santo,1
eh yo ni loca me quedo,1
solo solo en el mundo vagando no me importa,1
he pasado mi vida,1
pero juro que de hoy en adelante,1
nada mas me veran,1
para beberte cada ves,1
un dia voy pa arriva,1
para oirlos a todos cantar,1
he pasado mi vida rodando,1
como diablos,1
ya no voy a buscarte quiero,1
un día voy pa' arriba y nada me importa el día en que muera yo y ese día que yo ya me muera yo no quiero oírlos llorar lo que quiero,1
para oírlos a todos cantar si es que es cierto,1
un día voy pa' arriba y nada me importa el día en que muera yo,1
que no me anden,1
que es purita,1
no te inporta,1
dios chaparrita,1
de querer por otro amor,1
si estoy atado,1
no aprendió a llorar a ver a,1
no le ha pasado que levante la mano quien no lloro un adiós que levante la mano quien no sufrió por amor que levante la mano quien no lloro un adiós que levante la mano quien no sufrió por amor que sabe aquel que nunca amó lo triste de una decepción,1
sufrir por un amor enamorada más,1
era la piedra equivocada y quien no aprendió a llorar a ver a,1
no le ha pasado que levante la mano quien no lloro un adiós que levante la mano quien no sufrió por amor que levante la mano quien no lloro un adiós que levante la mano quien no sufrió por amor que levante la mano quien no lloro un adiós que levante la mano quien no sufrió por amor que levante la mano quien no lloro un adiós que levante la mano quien no sufrió por amor,1
paco ay,1
por tu amor sin tu amor por tu adiós que lastima que lastima pero a ti nunca te importo,1
que tenga sed de ti,1
que lastima,1
por tu amor sin tu amor por tu adiós que lastima,1
que lastima ahora me tocara sufrir que lastima,1
por tu amor sin tu amor por tu adiós que lastima que lastima que lastima,1
el vivir juntos los dos vete,1
me relleva la tristeza,1
mi vida es ser muy alegre,1
por eso quiero morirme paseándome,1
ay ja ja,1
con tus lindos besos,1
hoy recordé,1
tú jugando con mi amor,1
ni somos nada tú y yo,1
solo voy a dañarme,1
con tus lindos besos tu carita que me tiene enamorado ¿qué sucedió?,1
sé bien que me extrañas si hasta me llorabas,1
ya de muerto,1
ay ay! ¡la vida,1
pero he de amarte he de amarte,1
"pienso que eres tú, tú, tú y no eres tú otra borrachera",1
te felicito hiciste llorar a quien te quería a la,1
te felicito hiciste llorar a quien te quería a la buena,1
a dios de ruego,1
la realidad,1
"sí, todavía te quiero",1
pero tú conmigo,1
no te hagas la víctima,1
letrasescuchar ¿qué me faltó mi'ja?,1
cómo quisiera con mi canto deslumbrarte,1
cómo quisiera vestirme de valentía,1
cómo quisiera pedirle a la madrugada,1
sin sospechosos ni culpables,1
deuna balasera,1
ay ja!,1
amigos de la parranda,1
el muerto a la sepultura y el vivo a la travesura la mujer que va creciendo,1
me alegra tratar amigos que les sobre corazón,1
por todita la región,1
la noche siempre es bonita para empezar la parranda y amanecer por las calles paseándose,1
con mi negra,1
ay jua! me,1
por otra piel,1
no le pasó lo,1
yo ni loca me quedo,1
nada más que sin mí qué dolor que agonía,1
al altar llorarás,1
para beberte cada ves que tenga sed de ti,1
nada más que sin mi que dolor que agonía,1
el algoritmo me manda puras cosas tristes como me arrepiento de lo que hice,1
me busco en tu perfil,1
un pinche beso de peda hay como me arrepiento quisiera,1
vida mía vida mía,1
si tú lo hiciste,1
el saber que te he perdido y hoy no he podido conciliar,1
mi manera tonta de llorar por ti,1
te quiero esa,1
pero tú ya no estás que duro es llorar,1
ya no voy a buscarte,1
no te sientas apenada,1
un pinche beso de peda hay como me arrepiento,1
si yo me equivoque,1
a mí amar,1
,1
a nadie aunque no te vuelva a ver te quiero más que a nadie aunque no te vuelva a ver,1
ya sé que no es fácil porque,1
ti te miro y me dan ganas de besarte,1
sí el amor sí el amor,1
yo voy a rogarte lo haré por tu amor que diablos me,1
yo voy a rogarte lo haré por tu amor,1
al altar llorarás llorarás,1
seria que divino tenerte,1
los elegantes de jerez te,1
las horas las paso,1
contigo mi vida,1
y si tú me quisieras que divino seria en el mundo hay cosas preciosas,1
en el mundo hay cosas preciosas,1
ah ah ah que divino,1
lo que por mi culpa no vendrá jamás que lo nuestro,1
lo que por mi culpa no vendrá jamás,1
como el castigo al pecado de eva que,1
ti eres,1
d me,1
yo soy el charro,1
que no sientes amor,1
he visto en tu mirada,1
si quieres despedirte,1
estas enamorada de alguien,1
ti iluminaste,1
como emana el llanto,1
sin ti sin ti mi vida,1
no me habían dejado,1
"las extrañaba, cariñosas",1
ya volví pa la que guste ¿qué,1
,1
,1
con mi plebada,1
los minimi,1
yo los alineo,1
del hidrocálido,1
un terre más a la empresa,1
con la patera rosa,1
de rosa,1
cjng pa' ser más breve,1
el charro tira,1
"los paran, los ven y les dicen dale cuatro letras",1
la vida es una y saben,1
equipo grande,1
el odio,1
el odio el rencor y su recuerdo,1
contra las miserias para sus destinos,1
que emane terror,1
río que,1
que no te juzgue,1
que no eres tú,1
ya no tenerla siento,1
caminar descalsa que,1
al amanecer,1
para merecer tener,1
